order_id,payment_method,payment_gateway,payment_fee,cod_fee,refund_amount
ORD_000060,COD,,0.0,28.0,0.0
ORD_000061,Debit Card,Razorpay,29.6,0.0,0.0
ORD_000062,COD,,0.0,27.0,0.0
ORD_000063,COD,,0.0,28.0,0.0
ORD_000064,COD,,0.0,0.0,0.0
ORD_000065,COD,,0.0,28.0,0.0
ORD_000066,Credit Card,PayU,6.48,0.0,0.0
ORD_000067,COD,,0.0,27.0,0.0
ORD_000068,COD,,0.0,27.0,0.0
ORD_000069,COD,,0.0,28.0,0.0
ORD_000070,COD,,0.0,27.0,0.0
ORD_000071,Credit Card,Cashfree,37.81,0.0,1840.0
ORD_000072,Debit Card,Razorpay,8.49,0.0,0.0
ORD_000073,COD,,0.0,28.0,0.0
ORD_000074,Credit Card,Razorpay,29.48,0.0,0.0
ORD_000075,UPI,Cashfree,21.18,0.0,957.0
ORD_000076,Debit Card,Razorpay,24.33,0.0,0.0
ORD_000077,Credit Card,Cashfree,13.58,0.0,0.0
ORD_000078,COD,,0.0,30.0,0.0
ORD_000079,COD,,0.0,27.0,0.0
ORD_000080,COD,,0.0,0.0,0.0
ORD_000081,COD,,0.0,28.0,0.0
ORD_000082,Credit Card,Razorpay,44.47,0.0,1992.0
ORD_000083,COD,,0.0,25.0,0.0
ORD_000084,Wallet,Cashfree,10.56,0.0,0.0
ORD_000085,COD,,0.0,30.0,0.0
ORD_000086,UPI,Razorpay,54.95,0.0,0.0
ORD_000087,UPI,Razorpay,24.28,0.0,0.0
ORD_000088,COD,,0.0,30.0,0.0
ORD_000089,UPI,Cashfree,16.07,0.0,0.0
ORD_000090,COD,,0.0,28.0,0.0
ORD_000091,Credit Card,Razorpay,12.37,0.0,0.0
ORD_000092,UPI,Cashfree,9.31,0.0,0.0
ORD_000093,COD,,0.0,27.0,0.0
ORD_000094,COD,,0.0,30.0,0.0
ORD_000095,COD,,0.0,28.0,0.0
ORD_000096,Credit Card,Cashfree,35.29,0.0,0.0
ORD_000097,UPI,Razorpay,12.07,0.0,0.0
ORD_000098,UPI,,83.15,0.0,0.0
ORD_000099,COD,,0.0,25.0,0.0
ORD_000100,Credit Card,Razorpay,19.77,0.0,0.0
ORD_000101,Credit Card,Cashfree,16.06,0.0,1029.0
ORD_000102,UPI,Razorpay,7.56,0.0,0.0
ORD_000103,Debit Card,PayU,7.69,0.0,0.0
ORD_000104,COD,,0.0,25.0,0.0
ORD_000105,COD,,0.0,25.0,2415.0
ORD_000106,COD,,0.0,30.0,0.0
ORD_000107,COD,,0.0,27.0,0.0
ORD_000108,COD,,0.0,0.0,0.0
ORD_000109,COD,,0.0,0.0,0.0
ORD_000110,COD,,0.0,0.0,0.0
ORD_000111,Credit Card,Razorpay,28.42,0.0,0.0
ORD_000112,UPI,Razorpay,37.69,0.0,0.0
ORD_000113,COD,,0.0,25.0,0.0
ORD_000114,UPI,PayU,34.91,0.0,0.0
ORD_000115,Debit Card,Razorpay,64.7,0.0,0.0
ORD_000116,COD,,0.0,28.0,0.0
ORD_000117,COD,,0.0,28.0,0.0
ORD_000118,COD,,0.0,28.0,0.0
ORD_000119,COD,,0.0,27.0,877.0
ORD_000120,COD,,0.0,25.0,0.0
ORD_000121,COD,,0.0,27.0,0.0
ORD_000122,Debit Card,Razorpay,40.83,0.0,0.0
ORD_000123,COD,,0.0,27.0,0.0
ORD_000124,UPI,Cashfree,54.02,0.0,0.0
ORD_000125,UPI,Razorpay,9.01,0.0,0.0
ORD_000126,COD,,0.0,30.0,0.0
ORD_000127,UPI,Razorpay,19.04,0.0,0.0
ORD_000128,COD,,0.0,25.0,1543.0
ORD_000129,COD,,0.0,25.0,0.0
ORD_000130,Debit Card,PayU,51.01,0.0,0.0
ORD_000131,UPI,Cashfree,79.2,0.0,0.0
ORD_000132,COD,,0.0,27.0,0.0
ORD_000133,Credit Card,Razorpay,8.99,0.0,0.0
ORD_000134,COD,,0.0,28.0,0.0
ORD_000135,COD,,0.0,28.0,0.0
ORD_000136,COD,,0.0,28.0,0.0
ORD_000137,Debit Card,Cashfree,30.6,0.0,0.0
ORD_000138,Wallet,PayU,16.42,0.0,0.0
ORD_000139,COD,,0.0,27.0,0.0
ORD_000140,UPI,Razorpay,4.8,0.0,0.0
ORD_000141,UPI,Cashfree,9.08,0.0,0.0
ORD_000142,UPI,,18.15,0.0,0.0
ORD_000143,Debit Card,Razorpay,16.67,0.0,0.0
ORD_000144,COD,,0.0,28.0,0.0
ORD_000145,COD,,0.0,25.0,0.0
ORD_000146,Credit Card,Cashfree,16.02,0.0,0.0
ORD_000147,UPI,Cashfree,31.79,0.0,0.0
ORD_000148,UPI,Razorpay,5.91,0.0,0.0
ORD_000149,UPI,PayU,16.75,0.0,0.0
ORD_000150,UPI,Cashfree,12.42,0.0,0.0
ORD_000151,COD,,0.0,28.0,0.0
ORD_000152,UPI,Razorpay,7.45,0.0,0.0
ORD_000153,COD,,0.0,27.0,0.0
ORD_000154,COD,,0.0,28.0,0.0
ORD_000155,COD,,0.0,25.0,0.0
ORD_000156,COD,,0.0,27.0,0.0
ORD_000157,Credit Card,Razorpay,12.78,0.0,0.0
ORD_000158,COD,,0.0,28.0,0.0
ORD_000159,COD,,0.0,0.0,0.0
ORD_000160,UPI,PayU,7.55,0.0,527.0
ORD_000161,COD,,0.0,27.0,0.0
ORD_000162,COD,,0.0,25.0,0.0
ORD_000163,Wallet,PayU,11.85,0.0,0.0
ORD_000164,COD,,0.0,30.0,597.0
ORD_000165,COD,,0.0,30.0,0.0
ORD_000166,COD,,0.0,28.0,0.0
ORD_000167,UPI,PayU,17.11,0.0,0.0
ORD_000168,COD,,0.0,25.0,0.0
ORD_000169,Credit Card,Razorpay,34.67,0.0,0.0
ORD_000170,UPI,PayU,28.29,0.0,0.0
ORD_000171,COD,,0.0,30.0,0.0
ORD_000172,Wallet,Razorpay,10.56,0.0,0.0
ORD_000173,COD,,0.0,30.0,0.0
ORD_000174,UPI,Razorpay,5.74,0.0,0.0
ORD_000175,UPI,Razorpay,5.91,0.0,0.0
ORD_000176,Debit Card,Razorpay,42.52,0.0,0.0
ORD_000177,COD,,0.0,28.0,0.0
ORD_000178,COD,,0.0,30.0,0.0
ORD_000179,COD,,0.0,25.0,0.0
ORD_000180,COD,,0.0,30.0,0.0
ORD_000181,COD,,0.0,30.0,0.0
ORD_000182,Credit Card,PayU,18.14,0.0,0.0
ORD_000183,COD,,0.0,0.0,0.0
ORD_000184,Credit Card,Cashfree,65.01,0.0,0.0
ORD_000185,COD,,0.0,25.0,0.0
ORD_000186,Debit Card,Cashfree,18.71,0.0,0.0
ORD_000187,Wallet,Razorpay,7.76,0.0,0.0
ORD_000188,COD,,0.0,28.0,0.0
ORD_000189,COD,,0.0,28.0,1958.0
ORD_000190,Credit Card,Razorpay,2.51,0.0,0.0
ORD_000191,COD,,0.0,28.0,0.0
ORD_000192,UPI,PayU,24.44,0.0,0.0
ORD_000193,COD,,0.0,28.0,0.0
ORD_000194,COD,,0.0,30.0,0.0
ORD_000195,COD,,0.0,25.0,0.0
ORD_000196,COD,,0.0,27.0,0.0
ORD_000197,COD,,0.0,25.0,0.0
ORD_000198,COD,,0.0,28.0,0.0
ORD_000199,UPI,Cashfree,26.89,0.0,0.0
ORD_000200,COD,,0.0,30.0,0.0
ORD_000201,COD,,0.0,30.0,0.0
ORD_000202,COD,,0.0,27.0,0.0
ORD_000203,COD,,0.0,28.0,0.0
ORD_000204,UPI,Cashfree,3.4,0.0,0.0
ORD_000205,UPI,Cashfree,18.62,0.0,0.0
ORD_000206,COD,,0.0,25.0,0.0
ORD_000207,Debit Card,Cashfree,14.36,0.0,0.0
ORD_000208,COD,,0.0,25.0,0.0
ORD_000209,COD,,0.0,28.0,0.0
ORD_000210,Debit Card,Cashfree,17.77,0.0,0.0
ORD_000211,UPI,Cashfree,15.43,0.0,0.0
ORD_000212,Credit Card,Razorpay,24.23,0.0,0.0
ORD_000213,COD,,0.0,25.0,0.0
ORD_000214,UPI,Razorpay,112.15,0.0,0.0
ORD_000215,Credit Card,Razorpay,30.48,0.0,0.0
ORD_000216,Credit Card,PayU,27.5,0.0,0.0
ORD_000217,COD,,0.0,28.0,0.0
ORD_000218,Credit Card,Cashfree,22.31,0.0,0.0
ORD_000219,Credit Card,Cashfree,49.38,0.0,0.0
ORD_000220,COD,,0.0,25.0,0.0
ORD_000221,COD,,0.0,27.0,0.0
ORD_000222,UPI,Cashfree,14.09,0.0,0.0
ORD_000223,COD,,0.0,25.0,0.0
ORD_000224,UPI,PayU,29.65,0.0,0.0
ORD_000225,UPI,Cashfree,7.42,0.0,0.0
ORD_000226,COD,,0.0,25.0,0.0
ORD_000227,UPI,PayU,57.9,0.0,0.0
ORD_000228,COD,,0.0,28.0,0.0
ORD_000229,COD,,0.0,28.0,0.0
ORD_000230,COD,,0.0,28.0,0.0
ORD_000231,COD,,0.0,28.0,0.0
ORD_000232,Debit Card,PayU,40.28,0.0,1796.0
ORD_000233,COD,,0.0,30.0,0.0
ORD_000234,Credit Card,Razorpay,45.26,0.0,0.0
ORD_000235,Credit Card,Cashfree,33.18,0.0,0.0
ORD_000236,UPI,Cashfree,10.8,0.0,0.0
ORD_000237,COD,,0.0,0.0,0.0
ORD_000238,UPI,Razorpay,49.62,0.0,0.0
ORD_000239,Debit Card,Cashfree,26.16,0.0,0.0
ORD_000240,COD,,0.0,28.0,0.0
ORD_000241,COD,,0.0,25.0,0.0
ORD_000242,COD,,0.0,28.0,0.0
ORD_000243,COD,,0.0,0.0,0.0
ORD_000244,UPI,Razorpay,29.1,0.0,0.0
ORD_000245,Credit Card,,15.08,0.0,0.0
ORD_000246,UPI,Cashfree,20.88,0.0,0.0
ORD_000247,Credit Card,Cashfree,35.33,0.0,0.0
ORD_000248,COD,,0.0,28.0,0.0
ORD_000249,Credit Card,Razorpay,24.69,0.0,0.0
ORD_000250,COD,,0.0,25.0,0.0
ORD_000251,Debit Card,PayU,8.09,0.0,421.0
ORD_000252,Credit Card,Cashfree,40.93,0.0,0.0
ORD_000253,UPI,Razorpay,60.95,0.0,0.0
ORD_000254,COD,,0.0,28.0,0.0
ORD_000255,UPI,Razorpay,16.04,0.0,0.0
ORD_000256,COD,,0.0,28.0,0.0
ORD_000257,COD,,0.0,27.0,0.0
ORD_000258,UPI,Cashfree,78.16,0.0,0.0
ORD_000259,Debit Card,Razorpay,22.61,0.0,1066.0
ORD_000260,COD,,0.0,28.0,0.0
ORD_000261,UPI,Razorpay,48.1,0.0,0.0
ORD_000262,COD,,0.0,28.0,0.0
ORD_000263,Credit Card,Razorpay,26.92,0.0,0.0
ORD_000264,Credit Card,Cashfree,27.0,0.0,0.0
ORD_000265,COD,,0.0,30.0,0.0
ORD_000266,COD,,0.0,30.0,0.0
ORD_000267,Wallet,Razorpay,24.91,0.0,0.0
ORD_000268,Wallet,Razorpay,6.11,0.0,0.0
ORD_000269,UPI,PayU,18.77,0.0,0.0
ORD_000270,Credit Card,Razorpay,13.65,0.0,0.0
ORD_000271,UPI,Cashfree,11.26,0.0,539.0
ORD_000272,COD,,0.0,30.0,0.0
ORD_000273,COD,,0.0,0.0,0.0
ORD_000274,UPI,Razorpay,11.07,0.0,0.0
ORD_000275,COD,,0.0,30.0,0.0
ORD_000276,Debit Card,Cashfree,21.7,0.0,0.0
ORD_000277,COD,,0.0,28.0,0.0
ORD_000278,Credit Card,Razorpay,30.12,0.0,0.0
ORD_000279,UPI,Razorpay,9.54,0.0,0.0
ORD_000280,UPI,Razorpay,63.5,0.0,0.0
ORD_000281,COD,,0.0,28.0,0.0
ORD_000282,UPI,Cashfree,53.82,0.0,0.0
ORD_000283,Credit Card,Cashfree,43.44,0.0,0.0
ORD_000284,COD,,0.0,25.0,0.0
ORD_000285,COD,,0.0,27.0,0.0
ORD_000286,COD,,0.0,28.0,0.0
ORD_000287,COD,,0.0,30.0,0.0
ORD_000288,COD,,0.0,28.0,0.0
ORD_000289,COD,,0.0,28.0,0.0
ORD_000290,UPI,PayU,31.76,0.0,0.0
ORD_000291,UPI,Razorpay,54.62,0.0,0.0
ORD_000292,Credit Card,,112.24,0.0,0.0
ORD_000293,UPI,Razorpay,11.47,0.0,0.0
ORD_000294,COD,,0.0,0.0,693.0
ORD_000295,COD,,0.0,25.0,0.0
ORD_000296,Credit Card,Cashfree,21.71,0.0,0.0
ORD_000297,COD,,0.0,25.0,0.0
ORD_000298,COD,,0.0,27.0,0.0
ORD_000299,COD,,0.0,25.0,744.0
ORD_000300,COD,,0.0,0.0,0.0
ORD_000301,UPI,PayU,19.96,0.0,0.0
ORD_000302,COD,,0.0,25.0,0.0
ORD_000303,COD,,0.0,30.0,0.0
ORD_000304,COD,,0.0,25.0,0.0
ORD_000305,Debit Card,Razorpay,17.79,0.0,0.0
ORD_000306,COD,,0.0,27.0,0.0
ORD_000307,Wallet,Razorpay,46.84,0.0,0.0
ORD_000308,COD,,0.0,25.0,0.0
ORD_000309,COD,,0.0,28.0,0.0
ORD_000310,COD,,0.0,30.0,0.0
ORD_000311,UPI,Razorpay,11.94,0.0,0.0
ORD_000312,UPI,Razorpay,9.97,0.0,625.0
ORD_000313,UPI,Razorpay,9.47,0.0,618.0
ORD_000314,Credit Card,Cashfree,9.21,0.0,0.0
ORD_000315,COD,,0.0,27.0,0.0
ORD_000316,UPI,Razorpay,50.59,0.0,0.0
ORD_000317,UPI,Razorpay,8.02,0.0,0.0
ORD_000318,COD,,0.0,25.0,0.0
ORD_000319,Debit Card,Cashfree,33.57,0.0,1676.0
ORD_000320,COD,,0.0,28.0,0.0
ORD_000321,COD,,0.0,28.0,0.0
ORD_000322,COD,,0.0,27.0,0.0
ORD_000323,COD,,0.0,27.0,0.0
ORD_000324,UPI,Razorpay,14.19,0.0,0.0
ORD_000325,COD,,0.0,25.0,0.0
ORD_000326,COD,,0.0,28.0,0.0
ORD_000327,UPI,Razorpay,19.74,0.0,0.0
ORD_000328,COD,,0.0,28.0,0.0
ORD_000329,COD,,0.0,25.0,0.0
ORD_000330,COD,,0.0,28.0,0.0
ORD_000331,Credit Card,PayU,39.01,0.0,0.0
ORD_000332,COD,,0.0,27.0,0.0
ORD_000333,Credit Card,Razorpay,46.67,0.0,0.0
ORD_000334,COD,,0.0,25.0,0.0
ORD_000335,UPI,Cashfree,41.58,0.0,0.0
ORD_000336,COD,,0.0,27.0,0.0
ORD_000337,COD,,0.0,25.0,0.0
ORD_000338,COD,,0.0,30.0,0.0
ORD_000339,UPI,Razorpay,9.23,0.0,0.0
ORD_000340,COD,,0.0,28.0,0.0
ORD_000341,UPI,Razorpay,27.46,0.0,0.0
ORD_000342,COD,,0.0,25.0,0.0
ORD_000343,Debit Card,Razorpay,68.09,0.0,0.0
ORD_000344,COD,,0.0,27.0,0.0
ORD_000345,Debit Card,Cashfree,32.79,0.0,0.0
ORD_000346,COD,,0.0,25.0,0.0
ORD_000347,UPI,Razorpay,12.24,0.0,0.0
ORD_000348,UPI,PayU,12.07,0.0,0.0
ORD_000349,COD,,0.0,30.0,0.0
ORD_000350,Credit Card,Razorpay,34.23,0.0,0.0
ORD_000351,COD,,0.0,28.0,0.0
ORD_000352,Credit Card,Razorpay,6.16,0.0,0.0
ORD_000353,COD,,0.0,30.0,0.0
ORD_000354,COD,,0.0,25.0,0.0
ORD_000355,UPI,Cashfree,16.02,0.0,0.0
ORD_000356,UPI,Razorpay,27.03,0.0,0.0
ORD_000357,Debit Card,Cashfree,15.77,0.0,0.0
ORD_000358,UPI,Cashfree,43.81,0.0,0.0
ORD_000359,UPI,Razorpay,21.69,0.0,0.0
ORD_000360,Credit Card,Razorpay,7.72,0.0,0.0
ORD_000361,COD,,0.0,0.0,0.0
ORD_000362,UPI,Razorpay,20.67,0.0,0.0
ORD_000363,Debit Card,Cashfree,6.19,0.0,0.0
ORD_000364,COD,,0.0,27.0,0.0
ORD_000365,Credit Card,Razorpay,16.3,0.0,0.0
ORD_000366,Credit Card,Razorpay,43.28,0.0,2200.0
ORD_000367,COD,,0.0,30.0,0.0
ORD_000368,COD,,0.0,28.0,0.0
ORD_000369,COD,,0.0,30.0,0.0
ORD_000370,UPI,PayU,22.49,0.0,0.0
ORD_000371,COD,,0.0,28.0,0.0
ORD_000372,Credit Card,Cashfree,54.59,0.0,2325.0
ORD_000373,COD,,0.0,25.0,0.0
ORD_000374,Debit Card,Razorpay,81.7,0.0,0.0
ORD_000375,UPI,Cashfree,15.26,0.0,0.0
ORD_000376,COD,,0.0,30.0,0.0
ORD_000377,Credit Card,Razorpay,7.32,0.0,591.0
ORD_000378,Credit Card,Cashfree,42.06,0.0,0.0
ORD_000379,Credit Card,Cashfree,7.13,0.0,0.0
ORD_000380,Credit Card,Cashfree,83.83,0.0,0.0
ORD_000381,COD,,0.0,27.0,0.0
ORD_000382,Debit Card,Cashfree,18.69,0.0,0.0
ORD_000383,Credit Card,Razorpay,18.05,0.0,0.0
ORD_000384,COD,,0.0,25.0,2575.0
ORD_000385,COD,,0.0,30.0,0.0
ORD_000386,UPI,Razorpay,49.21,0.0,0.0
ORD_000387,Debit Card,Razorpay,17.64,0.0,0.0
ORD_000388,COD,,0.0,28.0,0.0
ORD_000389,Credit Card,Cashfree,12.37,0.0,0.0
ORD_000390,COD,,0.0,30.0,0.0
ORD_000391,COD,,0.0,25.0,0.0
ORD_000392,COD,,0.0,28.0,0.0
ORD_000393,COD,,0.0,28.0,0.0
ORD_000394,COD,,0.0,27.0,0.0
ORD_000395,COD,,0.0,28.0,0.0
ORD_000396,UPI,,6.5,0.0,0.0
ORD_000397,COD,,0.0,28.0,0.0
ORD_000398,COD,,0.0,28.0,0.0
ORD_000399,COD,,0.0,25.0,0.0
ORD_000400,COD,,0.0,28.0,0.0
ORD_000401,COD,,0.0,28.0,0.0
ORD_000402,UPI,PayU,29.71,0.0,2393.0
ORD_000403,UPI,Razorpay,14.75,0.0,0.0
ORD_000404,Debit Card,Razorpay,6.81,0.0,0.0
ORD_000405,Wallet,Razorpay,11.22,0.0,0.0
ORD_000406,COD,,0.0,25.0,0.0
ORD_000407,COD,,0.0,28.0,0.0
ORD_000408,UPI,Razorpay,8.48,0.0,0.0
ORD_000409,COD,,0.0,27.0,0.0
ORD_000410,UPI,PayU,32.26,0.0,1680.0
ORD_000411,UPI,Razorpay,31.47,0.0,0.0
ORD_000412,COD,,0.0,28.0,0.0
ORD_000413,Debit Card,Cashfree,17.2,0.0,0.0
ORD_000414,UPI,Razorpay,56.56,0.0,0.0
ORD_000415,COD,,0.0,25.0,0.0
ORD_000416,Debit Card,Razorpay,13.33,0.0,0.0
ORD_000417,COD,,0.0,30.0,0.0
ORD_000418,COD,,0.0,0.0,1253.0
ORD_000419,COD,,0.0,28.0,1162.0
ORD_000420,UPI,Cashfree,13.34,0.0,0.0
ORD_000421,COD,,0.0,25.0,0.0
ORD_000422,UPI,Razorpay,10.82,0.0,0.0
ORD_000423,Debit Card,Cashfree,24.54,0.0,0.0
ORD_000424,UPI,Cashfree,8.86,0.0,620.0
ORD_000425,Debit Card,Cashfree,9.07,0.0,0.0
ORD_000426,Wallet,Razorpay,7.92,0.0,0.0
ORD_000427,COD,,0.0,28.0,0.0
ORD_000428,UPI,Razorpay,17.1,0.0,1064.0
ORD_000429,Credit Card,Razorpay,17.69,0.0,0.0
ORD_000430,COD,,0.0,28.0,0.0
ORD_000431,Wallet,Cashfree,29.71,0.0,0.0
ORD_000432,UPI,Razorpay,9.22,0.0,0.0
ORD_000433,COD,,0.0,28.0,0.0
ORD_000434,COD,,0.0,25.0,0.0
ORD_000435,COD,,0.0,30.0,0.0
ORD_000436,COD,,0.0,28.0,0.0
ORD_000437,COD,,0.0,25.0,0.0
ORD_000438,COD,,0.0,30.0,0.0
ORD_000439,UPI,Razorpay,7.02,0.0,0.0
ORD_000440,UPI,Razorpay,25.55,0.0,0.0
ORD_000441,COD,,0.0,30.0,0.0
ORD_000442,COD,,0.0,30.0,0.0
ORD_000443,UPI,Cashfree,13.99,0.0,839.0
ORD_000444,COD,,0.0,27.0,0.0
ORD_000445,COD,,0.0,25.0,0.0
ORD_000446,COD,,0.0,28.0,0.0
ORD_000447,COD,,0.0,0.0,0.0
ORD_000448,Credit Card,Razorpay,34.42,0.0,2442.0
ORD_000449,COD,,0.0,27.0,0.0
ORD_000450,Debit Card,PayU,15.37,0.0,0.0
ORD_000451,COD,,0.0,27.0,0.0
ORD_000452,COD,,0.0,25.0,0.0
ORD_000453,UPI,Razorpay,9.52,0.0,0.0
ORD_000454,COD,,0.0,30.0,0.0
ORD_000455,UPI,Razorpay,40.76,0.0,0.0
ORD_000456,Credit Card,Razorpay,28.38,0.0,0.0
ORD_000457,Credit Card,Cashfree,14.37,0.0,0.0
ORD_000458,Credit Card,Cashfree,100.72,0.0,0.0
ORD_000459,UPI,PayU,15.29,0.0,0.0
ORD_000460,UPI,PayU,31.59,0.0,0.0
ORD_000461,Credit Card,Razorpay,52.8,0.0,0.0
ORD_000462,COD,,0.0,28.0,0.0
ORD_000463,COD,,0.0,28.0,0.0
ORD_000464,Debit Card,Cashfree,9.75,0.0,0.0
ORD_000465,Credit Card,Razorpay,12.24,0.0,0.0
ORD_000466,UPI,PayU,8.47,0.0,0.0
ORD_000467,Credit Card,Cashfree,24.82,0.0,0.0
ORD_000468,COD,,0.0,28.0,0.0
ORD_000469,COD,,0.0,25.0,0.0
ORD_000470,UPI,Cashfree,13.81,0.0,0.0
ORD_000471,COD,,0.0,28.0,0.0
ORD_000472,UPI,Cashfree,71.09,0.0,0.0
ORD_000473,COD,,0.0,30.0,3429.0
ORD_000474,Wallet,Cashfree,17.84,0.0,0.0
ORD_000475,UPI,Cashfree,40.08,0.0,0.0
ORD_000476,COD,,0.0,27.0,0.0
ORD_000477,COD,,0.0,28.0,0.0
ORD_000478,UPI,Razorpay,11.74,0.0,0.0
ORD_000479,UPI,Cashfree,25.08,0.0,0.0
ORD_000480,COD,,0.0,28.0,0.0
ORD_000481,COD,,0.0,28.0,0.0
ORD_000482,Credit Card,PayU,8.31,0.0,0.0
ORD_000483,COD,,0.0,28.0,0.0
ORD_000484,COD,,0.0,25.0,0.0
ORD_000485,UPI,Razorpay,45.76,0.0,0.0
ORD_000486,COD,,0.0,25.0,0.0
ORD_000487,UPI,PayU,47.68,0.0,0.0
ORD_000488,Wallet,Razorpay,17.65,0.0,0.0
ORD_000489,COD,,0.0,25.0,0.0
ORD_000490,COD,,0.0,0.0,0.0
ORD_000491,Credit Card,PayU,19.51,0.0,0.0
ORD_000492,COD,,0.0,28.0,0.0
ORD_000493,COD,,0.0,27.0,0.0
ORD_000494,COD,,0.0,28.0,0.0
ORD_000495,UPI,Razorpay,46.74,0.0,0.0
ORD_000496,COD,,0.0,28.0,0.0
ORD_000497,UPI,Razorpay,16.56,0.0,0.0
ORD_000498,COD,,0.0,25.0,0.0
ORD_000499,UPI,PayU,19.99,0.0,0.0
ORD_000500,Credit Card,Razorpay,9.57,0.0,0.0
ORD_000501,Credit Card,PayU,9.52,0.0,0.0
ORD_000502,UPI,PayU,61.62,0.0,0.0
ORD_000503,COD,,0.0,0.0,0.0
ORD_000504,Credit Card,PayU,23.32,0.0,0.0
ORD_000505,UPI,Razorpay,8.23,0.0,0.0
ORD_000506,UPI,Cashfree,17.91,0.0,0.0
ORD_000507,COD,,0.0,28.0,0.0
ORD_000508,COD,,0.0,0.0,0.0
ORD_000509,Credit Card,Cashfree,19.97,0.0,0.0
ORD_000510,COD,,0.0,25.0,0.0
ORD_000511,COD,,0.0,25.0,0.0
ORD_000512,COD,,0.0,0.0,0.0
ORD_000513,COD,,0.0,28.0,0.0
ORD_000514,COD,,0.0,30.0,0.0
ORD_000515,COD,,0.0,25.0,0.0
ORD_000516,Debit Card,Razorpay,25.88,0.0,0.0
ORD_000517,COD,,0.0,28.0,0.0
ORD_000518,COD,,0.0,28.0,0.0
ORD_000519,COD,,0.0,0.0,0.0
ORD_000520,Debit Card,PayU,13.24,0.0,0.0
ORD_000521,Credit Card,Razorpay,24.28,0.0,0.0
ORD_000522,COD,,0.0,25.0,0.0
ORD_000523,COD,,0.0,28.0,0.0
ORD_000524,COD,,0.0,30.0,0.0
ORD_000525,Debit Card,Razorpay,44.02,0.0,0.0
ORD_000526,COD,,0.0,25.0,0.0
ORD_000527,COD,,0.0,25.0,0.0
ORD_000528,COD,,0.0,0.0,0.0
ORD_000529,Credit Card,Cashfree,7.25,0.0,0.0
ORD_000530,COD,,0.0,27.0,0.0
ORD_000531,Credit Card,Cashfree,4.27,0.0,0.0
ORD_000532,COD,,0.0,25.0,0.0
