customer_id,customer_unique_id,first_order_date,city,state,pincode,acquisition_channel
CUST_000027,UID_214881057,2025-03-21,Noida,Uttar Pradesh,201270,Google
CUST_000028,UID_259244594,2025-07-06,Pune,Maharashtra,411521,Google
CUST_000029,UID_466399486,2025-04-10,Mumbai,Maharashtra,400732,Google
CUST_000030,UID_725589261,2025-10-29,Guwahati,Assam,781400,Meta
CUST_000031,UID_710271874,2025-01-28,Pune,Maharashtra,411130,Meta
CUST_000032,UID_702072628,2025-10-24,Jaipur,Rajasthan,302464,Organic
CUST_000033,UID_702277497,2025-09-16,Mysuru,Karnataka,570966,Google
CUST_000034,UID_943631103,2025-01-21,Surat,Gujarat,395896,Organic
CUST_000035,UID_171511696,2025-10-12,Bhopal,Madhya Pradesh,462947,Google
CUST_000036,UID_830513197,2025-05-31,Amritsar,Punjab,143673,Google
CUST_000037,UID_520811609,2025-05-23,Chennai,Tamil Nadu,600532,Influencer
CUST_000038,UID_411815413,2025-01-13,Noida,Uttar Pradesh,201240,Meta
CUST_000039,UID_458775265,2025-01-25,Patna,Bihar,800423,Google
CUST_000040,UID_624849567,2025-11-25,Amritsar,Punjab,143673,Google
CUST_000041,UID_207606771,2025-03-08,Kochi,Kerala,682012,Meta
CUST_000042,UID_952639150,2025-04-22,Jaipur,Rajasthan,302088,Meta
CUST_000043,UID_542283885,2025-02-11,Amritsar,Punjab,143688,Affiliate
CUST_000044,UID_989624479,2025-08-22,Jaipur,Rajasthan,302900,Meta
CUST_000045,UID_691309902,2025-08-12,Lucknow,Uttar Pradesh,226268,Organic
CUST_000046,UID_763673668,2025-04-12,Bengaluru,Karnataka,560728,Meta
CUST_000047,UID_382407672,2025-03-07,Guwahati,Assam,781182,Meta
CUST_000048,UID_854053426,2025-07-07,Amritsar,Punjab,143921,Organic
CUST_000049,UID_685397944,2025-08-03,Kolkata,West Bengal,700033,Organic
CUST_000050,UID_776616474,2025-09-18,Gurugram,Haryana,122878,Google
CUST_000051,UID_339104517,2025-11-05,Hyderabad,Telangana,500539,Meta
CUST_000052,UID_627997430,2025-10-12,Bengaluru,Karnataka,560540,Google
CUST_000053,UID_432374866,2025-06-15,Noida,Uttar Pradesh,201210,Influencer
CUST_000054,UID_918015188,2025-07-31,Mumbai,Maharashtra,400266,Organic
CUST_000055,UID_916559469,2025-06-29,Pune,Maharashtra,411288,
CUST_000056,UID_417683638,2025-04-01,Kolkata,West Bengal,700003,Meta
CUST_000057,UID_122552551,2025-02-15,Kochi,Kerala,682343,Google
CUST_000058,UID_324503970,2025-06-17,Vadodara,Gujarat,390166,Organic
CUST_000059,UID_345541090,2025-03-15,Mysuru,Karnataka,570387,Influencer
CUST_000060,UID_117377978,2025-02-23,Kolkata,West Bengal,700379,Organic
CUST_000061,UID_942153055,2025-10-31,Pune,Maharashtra,411709,Meta
CUST_000062,UID_519422011,2025-06-16,Surat,Gujarat,395144,Google
CUST_000063,UID_232338536,2025-04-10,Ghaziabad,Uttar Pradesh,201638,Influencer
CUST_000064,UID_648653264,2025-05-07,Chandigarh,Chandigarh,160245,Organic
CUST_000065,UID_508686100,2025-05-03,Mumbai,Maharashtra,400266,Affiliate
CUST_000066,UID_638877646,2025-03-21,Delhi,Delhi,110466,Organic
CUST_000067,UID_687382602,2025-12-07,Patna,Bihar,800581,Meta
CUST_000068,UID_302589621,2025-04-24,Surat,Gujarat,395332,Meta
CUST_000069,UID_650595960,2025-04-19,Ranchi,Jharkhand,834016,Google
CUST_000070,UID_664086108,2025-09-25,Gurugram,Haryana,122081,Meta
CUST_000071,UID_956410931,2025-10-28,Nagpur,Maharashtra,440315,Organic
CUST_000072,UID_545734727,2025-04-13,Chandigarh,Chandigarh,160711,Google
CUST_000073,UID_453506444,2025-04-08,Noida,Uttar Pradesh,201661,Meta
CUST_000074,UID_511652515,2025-09-29,Bengaluru,Karnataka,560352,Meta
CUST_000075,UID_540831549,2025-01-24,Pune,Maharashtra,411085,Affiliate
CUST_000076,UID_256054434,2025-07-10,Amritsar,Punjab,143124,Organic
CUST_000077,UID_967576746,2025-01-28,Kolkata,West Bengal,700582,Meta
CUST_000078,UID_611442830,2025-03-16,Hyderabad,Telangana,500569,Organic
CUST_000079,UID_215337249,2025-05-28,Lucknow,Uttar Pradesh,226065,Affiliate
CUST_000080,UID_953390550,2025-06-07,Ranchi,Jharkhand,834204,Organic
CUST_000081,UID_953452369,2025-06-10,Mysuru,Karnataka,570184,Google
CUST_000082,UID_958127459,2025-09-05,Guwahati,Assam,781791,Meta
CUST_000083,UID_967572593,2025-02-11,Noida,Uttar Pradesh,201007,Organic
CUST_000084,UID_619809697,2025-08-01,Indore,Madhya Pradesh,452519,Meta
CUST_000085,UID_677585302,2025-05-03,Guwahati,Assam,781588,Meta
CUST_000086,UID_382331364,2025-03-20,Coimbatore,Tamil Nadu,641177,Meta
CUST_000087,UID_939618885,2025-02-02,Mumbai,Maharashtra,400529,Meta
CUST_000088,UID_631505375,2025-08-13,Lucknow,Uttar Pradesh,226847,Meta
CUST_000089,UID_713375469,2025-05-04,Delhi,Delhi,110000,Google
CUST_000090,UID_330800677,2025-10-20,Patna,Bihar,800581,Meta
CUST_000091,UID_782918075,2025-01-19,Jaipur,Rajasthan,302667,Organic
CUST_000092,UID_216652102,2025-10-21,Gurugram,Haryana,122442,Affiliate
CUST_000093,UID_883467506,2025-10-17,Hyderabad,Telangana,500569,Meta
CUST_000094,UID_867030736,2025-12-10,Coimbatore,Tamil Nadu,641147,Organic
CUST_000095,UID_714477708,2025-03-11,Bengaluru,Karnataka,560743,Meta
CUST_000096,UID_983098337,2025-07-03,Bengaluru,Karnataka,560149,Organic
CUST_000097,UID_919100624,2025-04-10,Jaipur,Rajasthan,302261,Meta
CUST_000098,UID_162771769,2025-03-01,Amritsar,Punjab,143891,Influencer
CUST_000099,UID_298737540,2025-11-15,Lucknow,Uttar Pradesh,226095,Meta
CUST_000100,UID_209188803,2025-03-16,Ghaziabad,Uttar Pradesh,201450,Meta
CUST_000101,UID_629746212,2025-02-12,Coimbatore,Tamil Nadu,641410,Organic
CUST_000102,UID_229396930,2025-04-22,Kochi,Kerala,682779,Organic
CUST_000103,UID_177680146,2025-07-21,Coimbatore,Tamil Nadu,641365,Google
CUST_000104,UID_679882490,2025-12-02,Guwahati,Assam,781197,Meta
CUST_000105,UID_668048824,2025-08-22,Mumbai,Maharashtra,400687,Organic
CUST_000106,UID_429593852,2025-11-07,Vadodara,Gujarat,390136,Affiliate
CUST_000107,UID_747537168,2025-03-22,Amritsar,Punjab,143267,Organic
CUST_000108,UID_632622274,2025-06-26,Chennai,Tamil Nadu,600795,Meta
CUST_000109,UID_473166491,2025-04-04,Ahmedabad,Gujarat,380513,Affiliate
CUST_000110,UID_780618849,2025-01-19,Mumbai,Maharashtra,400529,Organic
CUST_000111,UID_662145227,2025-02-13,Hyderabad,Telangana,500584,Organic
CUST_000112,UID_202266118,2025-06-09,Chennai,Tamil Nadu,600750,Meta
CUST_000113,UID_269126912,2025-03-13,Guwahati,Assam,781197,Meta
CUST_000114,UID_261176115,2025-01-24,Chandigarh,Chandigarh,160899,Google
CUST_000115,UID_826875006,2025-03-07,Nagpur,Maharashtra,440736,Organic
CUST_000116,UID_940189851,2025-01-17,Ahmedabad,Gujarat,380295,Google
CUST_000117,UID_179513143,2025-07-21,Noida,Uttar Pradesh,201879,Organic
CUST_000118,UID_356576952,2025-07-31,Vadodara,Gujarat,390527,Meta
CUST_000119,UID_992564167,2025-05-21,Amritsar,Punjab,143252,Influencer
CUST_000120,UID_659046524,2025-02-04,Kolkata,West Bengal,700597,Meta
CUST_000121,UID_958627803,2025-02-03,Guwahati,Assam,781415,Affiliate
CUST_000122,UID_322652775,2025-11-05,Mumbai,Maharashtra,400529,Organic
CUST_000123,UID_160860641,2025-08-14,Ahmedabad,Gujarat,380731,Organic
CUST_000124,UID_532788467,2025-07-18,Ranchi,Jharkhand,834001,Meta
CUST_000125,UID_835386880,2025-06-27,Patna,Bihar,800784,Meta
CUST_000126,UID_853472377,2025-03-13,Bengaluru,Karnataka,560164,Influencer
CUST_000127,UID_525142082,2025-02-01,Chandigarh,Chandigarh,160245,Influencer
CUST_000128,UID_342699743,2025-05-25,Amritsar,Punjab,143673,Organic
CUST_000129,UID_142368544,2025-03-08,Nagpur,Maharashtra,440721,Google
CUST_000130,UID_492265761,2025-03-06,Bhopal,Madhya Pradesh,462105,Google
CUST_000131,UID_582390524,2025-08-05,Mysuru,Karnataka,570823,Organic
CUST_000132,UID_116427124,2025-02-25,Mumbai,Maharashtra,400469,
CUST_000133,UID_941302307,2025-01-24,Chandigarh,Chandigarh,160042,Google
CUST_000134,UID_737532528,2025-04-13,Gurugram,Haryana,122893,Influencer
CUST_000135,UID_874048240,2025-11-21,Patna,Bihar,800987,Organic
CUST_000136,UID_751379772,2025-09-01,Gurugram,Haryana,122284,Influencer
CUST_000137,UID_179705395,2025-10-09,Kolkata,West Bengal,700161,Influencer
CUST_000138,UID_375655767,2025-03-01,Siliguri,West Bengal,734805,Google
CUST_000139,UID_804007315,2025-04-02,Bhubaneswar,Odisha,751574,Organic
CUST_000140,UID_420824746,2025-06-29,Amritsar,Punjab,143703,Organic
CUST_000141,UID_832415441,2025-06-01,Noida,Uttar Pradesh,201255,Organic
CUST_000142,UID_556634356,2025-06-21,Dehradun,Uttarakhand,248492,Meta
CUST_000143,UID_798461989,2025-08-28,Amritsar,Punjab,143267,Organic
CUST_000144,UID_574994134,2025-04-27,Dehradun,Uttarakhand,248462,Meta
CUST_000145,UID_760941520,2025-04-15,Kochi,Kerala,682982,Meta
CUST_000146,UID_488340162,2025-05-18,Siliguri,West Bengal,734211,Google
CUST_000147,UID_314010368,2025-06-26,Amritsar,Punjab,143094,Organic
CUST_000148,UID_893924706,2025-01-22,Mysuru,Karnataka,570605,Google
CUST_000149,UID_475059240,2025-05-06,Siliguri,West Bengal,734459,Organic
CUST_000150,UID_108356599,2025-04-09,Mysuru,Karnataka,570590,Affiliate
CUST_000151,UID_469820196,2025-09-14,Gurugram,Haryana,122021,Organic
CUST_000152,UID_316934273,2025-09-28,Amritsar,Punjab,143470,Influencer
CUST_000153,UID_889929024,2025-11-21,Ghaziabad,Uttar Pradesh,201480,Meta
CUST_000154,UID_542521400,2025-01-26,Mysuru,Karnataka,570793,Meta
CUST_000155,UID_433322897,2025-01-27,Delhi,Delhi,110248,Meta
CUST_000156,UID_727779731,2025-04-01,Bhubaneswar,Odisha,751401,Influencer
CUST_000157,UID_675956336,2025-03-24,Chandigarh,Chandigarh,160854,Organic
CUST_000158,UID_530854097,2025-07-02,Lucknow,Uttar Pradesh,226704,Google
CUST_000159,UID_977443575,2025-01-13,Siliguri,West Bengal,734053,Affiliate
CUST_000160,UID_977017949,2025-08-08,Coimbatore,Tamil Nadu,641222,Organic
CUST_000161,UID_528455014,2025-04-03,Gurugram,Haryana,122487,Influencer
CUST_000162,UID_737882596,2025-08-06,Bhopal,Madhya Pradesh,462526,Meta
CUST_000163,UID_146833187,2025-10-11,Nagpur,Maharashtra,440330,Influencer
CUST_000164,UID_498429191,2025-09-20,Surat,Gujarat,395302,Google
CUST_000165,UID_463561784,2025-11-04,Mysuru,Karnataka,570823,Meta
CUST_000166,UID_856886155,2025-04-24,Ahmedabad,Gujarat,380919,Meta
CUST_000167,UID_625245961,2025-09-10,Coimbatore,Tamil Nadu,641380,Google
CUST_000168,UID_524109532,2025-11-05,Noida,Uttar Pradesh,201082,Organic
CUST_000169,UID_488587602,2025-03-09,Bengaluru,Karnataka,560164,Meta
CUST_000170,UID_656820571,2025-01-12,Bhopal,Madhya Pradesh,462774,Meta
CUST_000171,UID_299744469,2025-08-20,Vadodara,Gujarat,390166,Google
CUST_000172,UID_321310885,2025-08-03,Noida,Uttar Pradesh,201413,Meta
CUST_000173,UID_568941371,2025-10-03,Pune,Maharashtra,411897,Affiliate
CUST_000174,UID_387252283,2025-03-05,Siliguri,West Bengal,734850,Influencer
CUST_000175,UID_705443143,2025-05-30,Delhi,Delhi,110263,Meta
CUST_000176,UID_911368124,2025-03-19,Bhubaneswar,Odisha,751777,Influencer
CUST_000177,UID_422600450,2025-04-23,Chandigarh,Chandigarh,160666,Organic
CUST_000178,UID_619916831,2025-03-04,Lucknow,Uttar Pradesh,226877,Meta
CUST_000179,UID_354991348,2025-04-11,Hyderabad,Telangana,500193,Organic
CUST_000180,UID_814077744,2025-02-05,Guwahati,Assam,781588,Meta
CUST_000181,UID_295653341,2025-03-17,Bhopal,Madhya Pradesh,462150,
CUST_000182,UID_569883878,2025-09-03,Hyderabad,Telangana,500554,Organic
CUST_000183,UID_426539616,2025-04-26,Bengaluru,Karnataka,560134,Influencer
CUST_000184,UID_788359998,2025-02-21,Mumbai,Maharashtra,400702,Meta
CUST_000185,UID_786788849,2025-02-27,Kochi,Kerala,682170,Organic
CUST_000186,UID_601249866,2025-03-03,Surat,Gujarat,395332,Influencer
CUST_000187,UID_674842814,2025-08-23,Chandigarh,Chandigarh,160666,Influencer
CUST_000188,UID_814674193,2025-07-13,Dehradun,Uttarakhand,248319,Meta
CUST_000189,UID_358239007,2025-05-27,Delhi,Delhi,110406,Meta
CUST_000190,UID_317140189,2025-08-26,Dehradun,Uttarakhand,248522,Meta
CUST_000191,UID_200289537,2025-08-07,Mysuru,Karnataka,570154,Meta
CUST_000192,UID_681104920,2025-01-22,Delhi,Delhi,110857,Influencer
CUST_000193,UID_449986830,2025-11-11,Ranchi,Jharkhand,834813,Meta
CUST_000194,UID_228225638,2025-02-21,Guwahati,Assam,781009,
CUST_000195,UID_957969357,2025-03-24,Indore,Madhya Pradesh,452098,Meta
CUST_000196,UID_846403564,2025-12-03,Jaipur,Rajasthan,302682,Meta
CUST_000197,UID_778331884,2025-10-04,Dehradun,Uttarakhand,248868,Google
CUST_000198,UID_790980077,2025-04-08,Noida,Uttar Pradesh,201458,Organic
CUST_000199,UID_550025780,2025-05-03,Coimbatore,Tamil Nadu,641801,Meta
CUST_000200,UID_960571298,2025-08-28,Bhubaneswar,Odisha,751431,Affiliate
CUST_000201,UID_310117171,2025-02-01,Mumbai,Maharashtra,400717,Meta
CUST_000202,UID_165448487,2025-10-11,Kolkata,West Bengal,700582,Influencer
CUST_000203,UID_829788627,2025-08-31,Ghaziabad,Uttar Pradesh,201871,Meta
CUST_000204,UID_421729484,2025-10-29,Pune,Maharashtra,411333,Organic
CUST_000205,UID_212066395,2025-01-28,Lucknow,Uttar Pradesh,226659,Google
CUST_000206,UID_971779570,2025-02-21,Chandigarh,Chandigarh,160651,
CUST_000207,UID_476231734,2025-01-18,Delhi,Delhi,110669,Organic
CUST_000208,UID_878945291,2025-03-05,Kolkata,West Bengal,700770,Meta
CUST_000209,UID_821296716,2025-01-12,Pune,Maharashtra,411115,Meta
CUST_000210,UID_522601738,2025-10-11,Gurugram,Haryana,122239,Google
CUST_000211,UID_666903012,2025-04-08,Amritsar,Punjab,143658,Organic
CUST_000212,UID_357875989,2025-04-07,Ghaziabad,Uttar Pradesh,201074,Influencer
CUST_000213,UID_106968027,2025-01-12,Kochi,Kerala,682749,Meta
CUST_000214,UID_271410570,2025-07-28,Mumbai,Maharashtra,400514,Meta
CUST_000215,UID_399810078,2025-03-11,Guwahati,Assam,781633,Meta
CUST_000216,UID_592372262,2025-12-17,Nagpur,Maharashtra,440315,Organic
CUST_000217,UID_867878126,2025-10-17,Vadodara,Gujarat,390903,Meta
CUST_000218,UID_749229256,2025-08-29,Bhopal,Madhya Pradesh,462165,Google
CUST_000219,UID_774458054,2025-07-27,Gurugram,Haryana,122660,Organic
CUST_000220,UID_829535777,2025-07-25,Jaipur,Rajasthan,302637,Google
CUST_000221,UID_156683125,2025-07-13,Chennai,Tamil Nadu,600201,Google
CUST_000222,UID_295980915,2025-09-01,Bhubaneswar,Odisha,751386,Google
CUST_000223,UID_669091649,2025-02-06,Gurugram,Haryana,122021,Affiliate
CUST_000224,UID_306144899,2025-09-24,Guwahati,Assam,781851,Google
CUST_000225,UID_996535107,2025-02-15,Surat,Gujarat,395084,Influencer
CUST_000226,UID_399063707,2025-02-22,Mumbai,Maharashtra,400905,Google
CUST_000227,UID_359732464,2025-06-27,Hyderabad,Telangana,500208,Organic
CUST_000228,UID_856524720,2025-02-24,Ranchi,Jharkhand,834031,Influencer
CUST_000229,UID_964515904,2025-06-08,Gurugram,Haryana,122066,Affiliate
CUST_000230,UID_465597246,2025-04-27,Noida,Uttar Pradesh,201037,Meta
CUST_000231,UID_678769029,2025-04-20,Dehradun,Uttarakhand,248665,Organic
CUST_000232,UID_303289992,2025-10-17,Kolkata,West Bengal,700003,Meta
CUST_000233,UID_597127215,2025-10-09,Lucknow,Uttar Pradesh,226704,Meta
CUST_000234,UID_150092051,2025-09-05,Pune,Maharashtra,411476,Influencer
CUST_000235,UID_879468672,2025-09-23,Mysuru,Karnataka,570620,Affiliate
CUST_000236,UID_845371062,2025-06-19,Coimbatore,Tamil Nadu,641177,Organic
CUST_000237,UID_240511181,2025-03-08,Patna,Bihar,800814,Google
CUST_000238,UID_647788566,2025-04-06,Dehradun,Uttarakhand,248868,Organic
CUST_000239,UID_188012056,2025-03-01,Ghaziabad,Uttar Pradesh,201262,Affiliate
CUST_000240,UID_178846973,2025-04-01,Kochi,Kerala,682952,Affiliate
CUST_000241,UID_669118372,2025-02-21,Noida,Uttar Pradesh,201428,Influencer
CUST_000242,UID_817275245,2025-02-06,Hyderabad,Telangana,500787,Google
CUST_000243,UID_860177534,2025-03-02,Dehradun,Uttarakhand,248259,Meta
CUST_000244,UID_930791459,2025-06-27,Nagpur,Maharashtra,440345,Meta
CUST_000245,UID_585739780,2025-05-19,Pune,Maharashtra,411115,Meta
CUST_000246,UID_410337714,2025-01-18,Surat,Gujarat,395693,Google
CUST_000247,UID_761370940,2025-06-16,Chennai,Tamil Nadu,600547,Meta
CUST_000248,UID_433501725,2025-11-21,Patna,Bihar,800799,Organic
CUST_000249,UID_451707849,2025-03-18,Jaipur,Rajasthan,302479,Influencer
CUST_000250,UID_449029564,2025-05-13,Amritsar,Punjab,143124,Influencer
CUST_000251,UID_386987802,2025-04-07,Chennai,Tamil Nadu,600389,Meta
CUST_000252,UID_457767471,2025-11-15,Guwahati,Assam,781994,Meta
CUST_000253,UID_121791026,2025-08-24,Vadodara,Gujarat,390091,Affiliate
CUST_000254,UID_887012494,2025-08-29,Mumbai,Maharashtra,400266,Affiliate
CUST_000255,UID_325099481,2025-12-12,Ahmedabad,Gujarat,380122,Affiliate
CUST_000256,UID_253155038,2025-05-12,Noida,Uttar Pradesh,201819,Affiliate
CUST_000257,UID_582830200,2025-08-26,Siliguri,West Bengal,734211,Meta
CUST_000258,UID_341751356,2025-09-14,Guwahati,Assam,781445,Organic
CUST_000259,UID_252764342,2025-05-15,Bengaluru,Karnataka,560585,Meta
CUST_000260,UID_914274002,2025-12-16,Kochi,Kerala,682403,Meta
CUST_000261,UID_873018522,2025-11-18,Nagpur,Maharashtra,440330,Google
CUST_000262,UID_810948851,2025-09-18,Delhi,Delhi,110248,Influencer
CUST_000263,UID_684866751,2025-02-06,Kolkata,West Bengal,700206,Google
CUST_000264,UID_837368869,2025-05-28,Mysuru,Karnataka,570966,Meta
CUST_000265,UID_684821688,2025-04-27,Mumbai,Maharashtra,400905,Influencer
CUST_000266,UID_873408144,2025-02-08,Nagpur,Maharashtra,440751,Meta
CUST_000267,UID_280950362,2025-12-17,Amritsar,Punjab,143079,Organic
CUST_000268,UID_517398624,2025-10-09,Surat,Gujarat,395941,Organic
CUST_000269,UID_397408045,2025-06-20,Bhopal,Madhya Pradesh,462556,Meta
CUST_000270,UID_215039975,2025-01-21,Mysuru,Karnataka,570793,Google
CUST_000271,UID_386746863,2025-08-18,Mysuru,Karnataka,570808,Meta
CUST_000272,UID_732203210,2025-05-05,Coimbatore,Tamil Nadu,641004,Organic
CUST_000273,UID_115993838,2025-01-14,Hyderabad,Telangana,500975,Organic
CUST_000274,UID_330149719,2025-11-03,Guwahati,Assam,781400,Meta
CUST_000275,UID_738686369,2025-02-05,Bengaluru,Karnataka,560976,Organic
CUST_000276,UID_315497469,2025-01-20,Nagpur,Maharashtra,440766,Google
CUST_000277,UID_645771528,2025-09-13,Surat,Gujarat,395159,Google
CUST_000278,UID_460412041,2025-01-17,Patna,Bihar,800784,Organic
CUST_000279,UID_515227271,2025-03-21,Bhubaneswar,Odisha,751198,Influencer
CUST_000280,UID_754532054,2025-04-26,Guwahati,Assam,781851,Google
CUST_000281,UID_812416525,2025-03-31,Dehradun,Uttarakhand,248695,Organic
CUST_000282,UID_483023092,2025-01-15,Pune,Maharashtra,411942,Meta
CUST_000283,UID_148040956,2025-05-22,Mumbai,Maharashtra,400063,Google
CUST_000284,UID_533910523,2025-03-22,Guwahati,Assam,781182,Meta
CUST_000285,UID_888477160,2025-10-21,Bengaluru,Karnataka,560179,Google
CUST_000286,UID_534600200,2025-04-10,Amritsar,Punjab,143876,Google
CUST_000287,UID_571115234,2025-10-03,Vadodara,Gujarat,390730,Affiliate
CUST_000288,UID_671068934,2025-10-31,Ghaziabad,Uttar Pradesh,201247,Meta
CUST_000289,UID_169866132,2025-02-26,Bhopal,Madhya Pradesh,462135,Affiliate
CUST_000290,UID_791380544,2025-09-06,Dehradun,Uttarakhand,248928,Meta
CUST_000291,UID_900126535,2025-03-08,Surat,Gujarat,395490,Organic
CUST_000292,UID_555422354,2025-10-06,Siliguri,West Bengal,734053,Meta
CUST_000293,UID_914095930,2025-07-30,Delhi,Delhi,110669,Influencer
CUST_000294,UID_312978550,2025-04-10,Delhi,Delhi,110451,Google
CUST_000295,UID_540304707,2025-04-01,Chandigarh,Chandigarh,160072,Meta
CUST_000296,UID_920860740,2025-09-14,Jaipur,Rajasthan,302840,Meta
CUST_000297,UID_643285819,2025-02-27,Chennai,Tamil Nadu,600577,Organic
CUST_000298,UID_719515564,2025-04-30,Gurugram,Haryana,122457,Influencer
CUST_000299,UID_462923008,2025-07-09,Patna,Bihar,800784,Organic
CUST_000300,UID_593706753,2025-11-10,Dehradun,Uttarakhand,248883,Google
CUST_000301,UID_434408778,2025-01-21,Patna,Bihar,800047,Affiliate
CUST_000302,UID_713875916,2025-02-24,Patna,Bihar,800393,Google
CUST_000303,UID_150207946,2025-11-21,Bengaluru,Karnataka,560931,Meta
CUST_000304,UID_560675255,2025-12-06,Chennai,Tamil Nadu,600577,Meta
CUST_000305,UID_936851357,2025-06-22,Jaipur,Rajasthan,302043,Organic
CUST_000306,UID_152546044,2025-01-21,Mysuru,Karnataka,570823,Influencer
CUST_000307,UID_506004626,2025-04-02,Chandigarh,Chandigarh,160508,Organic
CUST_000308,UID_694397028,2025-07-25,Surat,Gujarat,395159,Meta
CUST_000309,UID_176102943,2025-03-20,Bengaluru,Karnataka,560788,Google
CUST_000310,UID_104695196,2025-02-09,Dehradun,Uttarakhand,248274,Meta
CUST_000311,UID_248636895,2025-10-02,Indore,Madhya Pradesh,452113,Affiliate
CUST_000312,UID_298311211,2025-02-02,Bhubaneswar,Odisha,751792,Meta
CUST_000313,UID_890789680,2025-08-08,Jaipur,Rajasthan,302464,Affiliate
CUST_000314,UID_240381340,2025-08-29,Coimbatore,Tamil Nadu,641613,Google
CUST_000315,UID_676425438,2025-10-18,Siliguri,West Bengal,734850,Organic
CUST_000316,UID_406110029,2025-03-24,Hyderabad,Telangana,500381,Organic
CUST_000317,UID_582003935,2025-08-27,Kochi,Kerala,682606,Influencer
CUST_000318,UID_917484074,2025-02-04,Kochi,Kerala,682388,Organic
CUST_000319,UID_872445828,2025-04-26,Kolkata,West Bengal,700988,
CUST_000320,UID_171731460,2025-05-10,Hyderabad,Telangana,500163,Meta
CUST_000321,UID_180166222,2025-02-17,Pune,Maharashtra,411709,Meta
CUST_000322,UID_421665628,2025-02-15,Dehradun,Uttarakhand,248462,Organic
CUST_000323,UID_827883277,2025-02-17,Lucknow,Uttar Pradesh,226892,Google
CUST_000324,UID_783605754,2025-08-25,Patna,Bihar,800423,Organic
CUST_000325,UID_264032189,2025-05-12,Guwahati,Assam,781836,Organic
CUST_000326,UID_762516222,2025-04-15,Kolkata,West Bengal,700800,Meta
CUST_000327,UID_972402456,2025-08-17,Amritsar,Punjab,143109,Meta
CUST_000328,UID_968690466,2025-02-04,Nagpur,Maharashtra,440984,Google
CUST_000329,UID_740117224,2025-06-18,Coimbatore,Tamil Nadu,641989,Meta
CUST_000330,UID_726325682,2025-04-17,Indore,Madhya Pradesh,452331,Meta
CUST_000331,UID_301328133,2025-07-13,Kochi,Kerala,682546,Google
CUST_000332,UID_322574531,2025-04-18,Jaipur,Rajasthan,302088,Google
CUST_000333,UID_479860961,2025-07-28,Pune,Maharashtra,411739,Meta
CUST_000334,UID_205266532,2025-03-19,Ghaziabad,Uttar Pradesh,201668,Meta
CUST_000335,UID_371847950,2025-08-01,Ahmedabad,Gujarat,380543,Meta
CUST_000336,UID_168280362,2025-01-25,Amritsar,Punjab,143515,Affiliate
CUST_000337,UID_515687793,2025-10-14,Chennai,Tamil Nadu,600186,Organic
CUST_000338,UID_165085928,2025-03-12,Delhi,Delhi,110639,Meta
CUST_000339,UID_791125284,2025-03-02,Nagpur,Maharashtra,440518,
CUST_000340,UID_685236750,2025-04-02,Ghaziabad,Uttar Pradesh,201014,Organic
CUST_000341,UID_708101719,2025-05-17,Dehradun,Uttarakhand,248071,Google
CUST_000342,UID_664827926,2025-03-03,Jaipur,Rajasthan,302261,Organic
